dac_sector_category_id,dac_sector_category_name,dac_sector_code,dac_sector_name,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount
1,Education,113,Secondary Education,2,Obligations,2002,-2961599,-3948216
1,Education,113,Secondary Education,2,Obligations,2003,107965,141232
1,Education,113,Secondary Education,2,Obligations,2004,2564421,3273526
1,Education,113,Secondary Education,2,Obligations,2005,8095041,10018843
1,Education,113,Secondary Education,2,Obligations,2006,72882,87359
1,Education,113,Secondary Education,2,Obligations,2007,8730022,10187732
1,Education,113,Secondary Education,2,Obligations,2008,61699758,70538083
1,Education,113,Secondary Education,2,Obligations,2009,36270983,40989838
1,Education,113,Secondary Education,2,Obligations,2010,11015134,12339612
1,Education,113,Secondary Education,2,Obligations,2011,6269234,6883186
1,Education,113,Secondary Education,2,Obligations,2012,2307444,2487971
1,Education,113,Secondary Education,2,Obligations,2013,2795297,2963941
1,Education,113,Secondary Education,2,Obligations,2014,19715668,20531401
1,Education,113,Secondary Education,2,Obligations,2015,102602573,105573310
1,Education,113,Secondary Education,2,Obligations,2016,22836076,23228667
1,Education,113,Secondary Education,2,Obligations,2017,111241750,111241750
1,Education,113,Secondary Education,2,Obligations,2018,15506632,15267508
1,Education,113,Secondary Education,3,Disbursements,2001,18560003,25143439
1,Education,113,Secondary Education,3,Disbursements,2002,13090363,17451245
1,Education,113,Secondary Education,3,Disbursements,2003,93942,122889
1,Education,113,Secondary Education,3,Disbursements,2004,661127,843941
1,Education,113,Secondary Education,3,Disbursements,2005,3278868,4058098
1,Education,113,Secondary Education,3,Disbursements,2006,4550547,5454573
1,Education,113,Secondary Education,3,Disbursements,2007,8954231,10449379
1,Education,113,Secondary Education,3,Disbursements,2008,1563902,1787926
1,Education,113,Secondary Education,3,Disbursements,2009,4465556,5046526
1,Education,113,Secondary Education,3,Disbursements,2010,10084921,11297554
1,Education,113,Secondary Education,3,Disbursements,2011,15916750,17475484
1,Education,113,Secondary Education,3,Disbursements,2012,40217561,43364055
1,Education,113,Secondary Education,3,Disbursements,2013,34731168,36826509
1,Education,113,Secondary Education,3,Disbursements,2014,15403913,16041247
1,Education,113,Secondary Education,3,Disbursements,2015,3438285,3537836
1,Education,113,Secondary Education,3,Disbursements,2016,5219094,5308820
1,Education,113,Secondary Education,3,Disbursements,2017,19168354,19168354
1,Education,113,Secondary Education,3,Disbursements,2018,9538345,9391255
1,Education,114,Post-Secondary Education,2,Obligations,2001,20200066,27365251
1,Education,114,Post-Secondary Education,2,Obligations,2002,29983346,39971897
1,Education,114,Post-Secondary Education,2,Obligations,2003,32086160,41973105
1,Education,114,Post-Secondary Education,2,Obligations,2004,18977793,24225467
1,Education,114,Post-Secondary Education,2,Obligations,2005,16714281,20686459
1,Education,114,Post-Secondary Education,2,Obligations,2006,7300585,8750945
1,Education,114,Post-Secondary Education,2,Obligations,2007,41506319,48436894
1,Education,114,Post-Secondary Education,2,Obligations,2008,91288293,104365092
1,Education,114,Post-Secondary Education,2,Obligations,2009,112580001,127226659
1,Education,114,Post-Secondary Education,2,Obligations,2010,209457198,234642721
1,Education,114,Post-Secondary Education,2,Obligations,2011,138865040,152464189
1,Education,114,Post-Secondary Education,2,Obligations,2012,125196139,134991081
1,Education,114,Post-Secondary Education,2,Obligations,2013,132380683,140367245
1,Education,114,Post-Secondary Education,2,Obligations,2014,232795809,242427700
1,Education,114,Post-Secondary Education,2,Obligations,2015,215031732,221257728
1,Education,114,Post-Secondary Education,2,Obligations,2016,156572466,159264215
1,Education,114,Post-Secondary Education,2,Obligations,2017,360564503,360564503
1,Education,114,Post-Secondary Education,2,Obligations,2018,101725070,100156389
1,Education,114,Post-Secondary Education,3,Disbursements,2001,24681836,33436756
1,Education,114,Post-Secondary Education,3,Disbursements,2002,35758994,47671625
1,Education,114,Post-Secondary Education,3,Disbursements,2003,27886371,36479207
1,Education,114,Post-Secondary Education,3,Disbursements,2004,28842158,36817491
1,Education,114,Post-Secondary Education,3,Disbursements,2005,23851455,29519809
1,Education,114,Post-Secondary Education,3,Disbursements,2006,25216696,30226330
1,Education,114,Post-Secondary Education,3,Disbursements,2007,13606825,15878841
1,Education,114,Post-Secondary Education,3,Disbursements,2008,36119926,41294000
1,Education,114,Post-Secondary Education,3,Disbursements,2009,81434977,92029666
1,Education,114,Post-Secondary Education,3,Disbursements,2010,167647242,187805453
1,Education,114,Post-Secondary Education,3,Disbursements,2011,100600129,110451951
1,Education,114,Post-Secondary Education,3,Disbursements,2012,110599567,119252517
1,Education,114,Post-Secondary Education,3,Disbursements,2013,110861301,117549582
1,Education,114,Post-Secondary Education,3,Disbursements,2014,130910262,136326652
1,Education,114,Post-Secondary Education,3,Disbursements,2015,163766980,168508662
1,Education,114,Post-Secondary Education,3,Disbursements,2016,206216899,209762119
1,Education,114,Post-Secondary Education,3,Disbursements,2017,231779032,231779032
1,Education,114,Post-Secondary Education,3,Disbursements,2018,149711860,147403180
2,Health and Population,121,"Health, General",2,Obligations,2001,117500328,159178998
2,Health and Population,121,"Health, General",2,Obligations,2002,124038780,165360650
2,Health and Population,121,"Health, General",2,Obligations,2003,137326115,179641451
2,Health and Population,121,"Health, General",2,Obligations,2004,223283448,285024996
2,Health and Population,121,"Health, General",2,Obligations,2005,191932005,237545021
2,Health and Population,121,"Health, General",2,Obligations,2006,190382789,228204914
2,Health and Population,121,"Health, General",2,Obligations,2007,96420291,112520205
2,Health and Population,121,"Health, General",2,Obligations,2008,103912335,118797501
2,Health and Population,121,"Health, General",2,Obligations,2009,56267797,63588240
2,Health and Population,121,"Health, General",2,Obligations,2010,48255339,54057648
2,Health and Population,121,"Health, General",2,Obligations,2011,268715320,295030785
2,Health and Population,121,"Health, General",2,Obligations,2012,83081573,89581609
2,Health and Population,121,"Health, General",2,Obligations,2013,65617636,69576373
2,Health and Population,121,"Health, General",2,Obligations,2014,214219674,223082979
2,Health and Population,121,"Health, General",2,Obligations,2015,124072903,127665286
2,Health and Population,121,"Health, General",2,Obligations,2016,465314188,473313737
2,Health and Population,121,"Health, General",2,Obligations,2017,47663935,47663935
2,Health and Population,121,"Health, General",2,Obligations,2018,30804377,30329348
2,Health and Population,121,"Health, General",3,Disbursements,2001,90575021,122702983
2,Health and Population,121,"Health, General",3,Disbursements,2002,82188584,109568612
2,Health and Population,121,"Health, General",3,Disbursements,2003,109276654,142948885
2,Health and Population,121,"Health, General",3,Disbursements,2004,167919601,214352125
2,Health and Population,121,"Health, General",3,Disbursements,2005,247425109,306226157
2,Health and Population,121,"Health, General",3,Disbursements,2006,216573046,259598214
2,Health and Population,121,"Health, General",3,Disbursements,2007,173051718,201947276
2,Health and Population,121,"Health, General",3,Disbursements,2008,144072987,164711053
2,Health and Population,121,"Health, General",3,Disbursements,2009,71369366,80654518
2,Health and Population,121,"Health, General",3,Disbursements,2010,35209183,39442799
2,Health and Population,121,"Health, General",3,Disbursements,2011,207737957,228081864
2,Health and Population,121,"Health, General",3,Disbursements,2012,57915627,62446757
2,Health and Population,121,"Health, General",3,Disbursements,2013,50601203,53653983
2,Health and Population,121,"Health, General",3,Disbursements,2014,175469438,182729459
2,Health and Population,121,"Health, General",3,Disbursements,2015,120968194,124470689
2,Health and Population,121,"Health, General",3,Disbursements,2016,468839242,476899391
2,Health and Population,121,"Health, General",3,Disbursements,2017,35277171,35277171
2,Health and Population,121,"Health, General",3,Disbursements,2018,12409820,12218454
2,Health and Population,122,Basic Health,2,Obligations,2001,454076358,615142277
2,Health and Population,122,Basic Health,2,Obligations,2002,582354767,776358535
2,Health and Population,122,Basic Health,2,Obligations,2003,737657804,964957876
2,Health and Population,122,Basic Health,2,Obligations,2004,1194647562,1524987242
2,Health and Population,122,Basic Health,2,Obligations,2005,663959950,821751326
2,Health and Population,122,Basic Health,2,Obligations,2006,1052920009,1262096831
2,Health and Population,122,Basic Health,2,Obligations,2007,894428664,1043777200
2,Health and Population,122,Basic Health,2,Obligations,2008,1104365516,1262562926
2,Health and Population,122,Basic Health,2,Obligations,2009,1104712731,1248435890
2,Health and Population,122,Basic Health,2,Obligations,2010,1418937034,1589552650
2,Health and Population,122,Basic Health,2,Obligations,2011,1535629896,1686015114
2,Health and Population,122,Basic Health,2,Obligations,2012,1525890331,1645271090
2,Health and Population,122,Basic Health,2,Obligations,2013,1298990126,1377358563
2,Health and Population,122,Basic Health,2,Obligations,2014,1579063624,1644397128
2,Health and Population,122,Basic Health,2,Obligations,2015,2607461912,2682957946
2,Health and Population,122,Basic Health,2,Obligations,2016,2235456656,2273888004
2,Health and Population,122,Basic Health,2,Obligations,2017,2083406554,2083406554
2,Health and Population,122,Basic Health,2,Obligations,2018,1339346528,1318692731
2,Health and Population,122,Basic Health,3,Disbursements,2001,519381327,703611634
2,Health and Population,122,Basic Health,3,Disbursements,2002,681787675,908916174
2,Health and Population,122,Basic Health,3,Disbursements,2003,603823355,789883986
2,Health and Population,122,Basic Health,3,Disbursements,2004,733887185,936819036
2,Health and Population,122,Basic Health,3,Disbursements,2005,994273422,1230564415
2,Health and Population,122,Basic Health,3,Disbursements,2006,972776236,1166031401
2,Health and Population,122,Basic Health,3,Disbursements,2007,818044351,954638511
2,Health and Population,122,Basic Health,3,Disbursements,2008,868943137,993416938
2,Health and Population,122,Basic Health,3,Disbursements,2009,1074470416,1214259016
2,Health and Population,122,Basic Health,3,Disbursements,2010,983370853,1101613189
2,Health and Population,122,Basic Health,3,Disbursements,2011,1194361032,1311325542
2,Health and Population,122,Basic Health,3,Disbursements,2012,1151294849,1241368476
2,Health and Population,122,Basic Health,3,Disbursements,2013,1355063694,1436815036
2,Health and Population,122,Basic Health,3,Disbursements,2014,1525961591,1589098013
2,Health and Population,122,Basic Health,3,Disbursements,2015,1934533166,1990545305
2,Health and Population,122,Basic Health,3,Disbursements,2016,1973155407,2007077337
2,Health and Population,122,Basic Health,3,Disbursements,2017,2176758929,2176758929
2,Health and Population,122,Basic Health,3,Disbursements,2018,1454229037,1431803627
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2001,429668392,582076528
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2002,393204253,524195028
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2003,341184583,446316368
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2004,329017203,419995863
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2005,319710515,395690352
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2006,288688826,346040773
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2007,580742512,677712850
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2008,844885868,965913505
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2009,930988209,1052109814
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2010,1010217230,1131687629
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2011,922998039,1013387823
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2012,1266371933,1365448821
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2013,912823971,967894889
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2014,1125306785,1171866120
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2015,1358957717,1398304774
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2016,1205969893,1226702614
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2017,1151997411,1151997411
2,Health and Population,130,"Maternal and Child Health, Family Planning",2,Obligations,2018,616428353,606922557
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2001,434200358,588216050
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2002,410062933,546669967
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2003,396977557,519301230
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2004,338274873,431813424
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2005,329242732,407487926
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2006,360837611,432522891
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2007,369902750,431667780
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2008,511491837,584761666
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2009,833455030,941887538
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2010,958688294,1073962763
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2011,1013137998,1112355247
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2012,996996164,1074997952
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2013,1135399307,1203898253
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2014,1027475268,1069986905
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2015,1329568226,1368064346
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2016,1132551790,1152022287
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2017,1143844718,1143844718
2,Health and Population,130,"Maternal and Child Health, Family Planning",3,Disbursements,2018,949541591,934898906
2,Health and Population,134,HIV/AIDS,2,Obligations,2001,302864664,410294126
2,Health and Population,134,HIV/AIDS,2,Obligations,2002,763379984,1017689883
2,Health and Population,134,HIV/AIDS,2,Obligations,2003,1084129912,1418191008
2,Health and Population,134,HIV/AIDS,2,Obligations,2004,1983536353,2532016737
2,Health and Population,134,HIV/AIDS,2,Obligations,2005,2624205446,3247853018
2,Health and Population,134,HIV/AIDS,2,Obligations,2006,2914686513,3493728501
2,Health and Population,134,HIV/AIDS,2,Obligations,2007,3814552943,4451493447
2,Health and Population,134,HIV/AIDS,2,Obligations,2008,4640729208,5305501303
2,Health and Population,134,HIV/AIDS,2,Obligations,2009,5569653027,6294264878
2,Health and Population,134,HIV/AIDS,2,Obligations,2010,5082160984,5693249512
2,Health and Population,134,HIV/AIDS,2,Obligations,2011,4760545908,5226749159
2,Health and Population,134,HIV/AIDS,2,Obligations,2012,6113461006,6591758694
2,Health and Population,134,HIV/AIDS,2,Obligations,2013,6608893068,7007609378
2,Health and Population,134,HIV/AIDS,2,Obligations,2014,6378742881,6642662456
2,Health and Population,134,HIV/AIDS,2,Obligations,2015,5308643850,5462349487
2,Health and Population,134,HIV/AIDS,2,Obligations,2016,7778385056,7912108892
2,Health and Population,134,HIV/AIDS,2,Obligations,2017,6054471252,6054471252
2,Health and Population,134,HIV/AIDS,2,Obligations,2018,2770330741,2727610005
2,Health and Population,134,HIV/AIDS,3,Disbursements,2001,143070658,193819405
2,Health and Population,134,HIV/AIDS,3,Disbursements,2002,511689922,682152640
2,Health and Population,134,HIV/AIDS,3,Disbursements,2003,918397135,1201389757
2,Health and Population,134,HIV/AIDS,3,Disbursements,2004,1402421553,1790214143
2,Health and Population,134,HIV/AIDS,3,Disbursements,2005,2379763357,2945318754
2,Health and Population,134,HIV/AIDS,3,Disbursements,2006,2110068924,2529262711
2,Health and Population,134,HIV/AIDS,3,Disbursements,2007,2678169175,3125360356
2,Health and Population,134,HIV/AIDS,3,Disbursements,2008,4796577028,5483673920
2,Health and Population,134,HIV/AIDS,3,Disbursements,2009,5250521555,5933614438
2,Health and Population,134,HIV/AIDS,3,Disbursements,2010,4442333111,4976487558
2,Health and Population,134,HIV/AIDS,3,Disbursements,2011,5454565033,5988734057
2,Health and Population,134,HIV/AIDS,3,Disbursements,2012,6707937857,7232745488
2,Health and Population,134,HIV/AIDS,3,Disbursements,2013,7033485804,7457817865
2,Health and Population,134,HIV/AIDS,3,Disbursements,2014,6483268848,6751513162
2,Health and Population,134,HIV/AIDS,3,Disbursements,2015,4631300884,4765394825
2,Health and Population,134,HIV/AIDS,3,Disbursements,2016,6763339651,6879613091
2,Health and Population,134,HIV/AIDS,3,Disbursements,2017,6444069747,6444069747
2,Health and Population,134,HIV/AIDS,3,Disbursements,2018,2914836240,2869887112
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2001,94074954,127444386
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2002,200197032,266890009
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2003,139249315,182157258
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2004,528653484,674834856
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2005,1106044847,1368898572
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2006,775442595,929494779
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2007,341594816,398633100
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2008,628738465,718803591
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2009,377714090,426854687
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2010,326444116,365696359
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2011,272613855,299311107
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2012,686164005,739847289
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2013,292923436,310595587
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2014,470439671,489904040
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2015,260506974,268049647
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2016,368427343,374761248
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2017,430319804,430319804
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2018,213222847,209934776
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2001,94852038,128497106
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2002,123448466,164573675
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2003,119827403,156750714
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2004,154008991,196595000
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2005,827831763,1024567582
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2006,662260146,793827085
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2007,615440075,718204080
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2008,220638558,252244437
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2009,271032837,306294211
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2010,375911827,421112168
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2011,389276562,427398666
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2012,371921929,401019906
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2013,451504246,478743624
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2014,331891519,345623483
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2015,395243321,406687140
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2016,375167972,381617767
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2017,506481791,506481791
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2018,248922526,245083937
3,Governance,151,Government and Civil Society,2,Obligations,2001,1114959234,1510447633
3,Governance,151,Government and Civil Society,2,Obligations,2002,1355085468,1806514183
3,Governance,151,Government and Civil Society,2,Obligations,2003,5312994594,6950127531
3,Governance,151,Government and Civil Society,2,Obligations,2004,4198802315,5359840153
3,Governance,151,Government and Civil Society,2,Obligations,2005,4839201708,5989247451
3,Governance,151,Government and Civil Society,2,Obligations,2006,2521492111,3022420746
3,Governance,151,Government and Civil Society,2,Obligations,2007,3015020567,3518458014
3,Governance,151,Government and Civil Society,2,Obligations,2008,3641165907,4162753209
3,Governance,151,Government and Civil Society,2,Obligations,2009,5033793961,5688690639
3,Governance,151,Government and Civil Society,2,Obligations,2010,5077105742,5687586423
3,Governance,151,Government and Civil Society,2,Obligations,2011,4455107584,4891399119
3,Governance,151,Government and Civil Society,2,Obligations,2012,4720814292,5090155709
3,Governance,151,Government and Civil Society,2,Obligations,2013,3120932913,3309219680
3,Governance,151,Government and Civil Society,2,Obligations,2014,3532900058,3679073225
3,Governance,151,Government and Civil Society,2,Obligations,2015,3781396484,3890882440
3,Governance,151,Government and Civil Society,2,Obligations,2016,1830010634,1861471791
3,Governance,151,Government and Civil Society,2,Obligations,2017,3782019499,3782019499
3,Governance,151,Government and Civil Society,2,Obligations,2018,1325653339,1305210698
3,Governance,151,Government and Civil Society,3,Disbursements,2001,1018534838,1379820416
3,Governance,151,Government and Civil Society,3,Disbursements,2002,1250663337,1667305178
3,Governance,151,Government and Civil Society,3,Disbursements,2003,2680908090,3506996422
3,Governance,151,Government and Civil Society,3,Disbursements,2004,2161875950,2759670162
3,Governance,151,Government and Civil Society,3,Disbursements,2005,4461145875,5521345899
3,Governance,151,Government and Civil Society,3,Disbursements,2006,2208396086,2647123893
3,Governance,151,Government and Civil Society,3,Disbursements,2007,2409372125,2811680470
3,Governance,151,Government and Civil Society,3,Disbursements,2008,3033484703,3468023279
3,Governance,151,Government and Civil Society,3,Disbursements,2009,4329072803,4892285200
3,Governance,151,Government and Civil Society,3,Disbursements,2010,3664033769,4104603987
3,Governance,151,Government and Civil Society,3,Disbursements,2011,3872865247,4252137400
3,Governance,151,Government and Civil Society,3,Disbursements,2012,4359176353,4700224366
3,Governance,151,Government and Civil Society,3,Disbursements,2013,3504308312,3715724186
3,Governance,151,Government and Civil Society,3,Disbursements,2014,3294425112,3430731425
3,Governance,151,Government and Civil Society,3,Disbursements,2015,3707535140,3814882480
3,Governance,151,Government and Civil Society,3,Disbursements,2016,3067181984,3119912206
3,Governance,151,Government and Civil Society,3,Disbursements,2017,3296372858,3296372858
3,Governance,151,Government and Civil Society,3,Disbursements,2018,1463323683,1440758077
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2001,4225291145,5724048816
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2002,4788064632,6383144812
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2003,6941167329,9080001372
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2004,6824937463,8712144808
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2005,8645340164,10699922110
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2006,12760702411,15295788923
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2007,14062039355,16410068847
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2008,16264969642,18594883301
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2009,15300195345,17290750791
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2010,15234413951,17066228396
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2011,19348617657,21243440026
